0.033984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033631	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.035344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033559	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.034062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033992	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033473	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.035734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.034064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033454	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033515	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.033687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.034893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
